reported_PK,reporteddate,reportedhour,reportedday,reportedmonth,reportedyear
1845,2019-01-24 05:00:00+00:00,5,24,1,2019
1846,2019-01-25 05:00:00+00:00,5,25,1,2019
1847,2019-01-20 05:00:00+00:00,5,20,1,2019
1848,2019-01-23 05:00:00+00:00,5,23,1,2019
1849,2019-01-17 05:00:00+00:00,5,17,1,2019
1850,2019-01-18 05:00:00+00:00,5,18,1,2019
1851,2019-01-22 05:00:00+00:00,5,22,1,2019
1852,2019-01-26 05:00:00+00:00,5,26,1,2019
1853,2019-02-02 05:00:00+00:00,5,2,2,2019
1854,2019-01-30 05:00:00+00:00,5,30,1,2019
1855,2019-01-27 05:00:00+00:00,5,27,1,2019
1856,2019-02-04 05:00:00+00:00,5,4,2,2019
1857,2019-01-29 05:00:00+00:00,5,29,1,2019
1858,2019-02-03 05:00:00+00:00,5,3,2,2019
1859,2019-02-05 05:00:00+00:00,5,5,2,2019
1860,2019-02-01 05:00:00+00:00,5,1,2,2019
1861,2019-01-31 05:00:00+00:00,5,31,1,2019
1862,2019-01-28 05:00:00+00:00,5,28,1,2019
1863,2019-02-06 05:00:00+00:00,5,6,2,2019
1864,2019-02-10 05:00:00+00:00,5,10,2,2019
1865,2019-02-13 05:00:00+00:00,5,13,2,2019
1866,2019-02-08 05:00:00+00:00,5,8,2,2019
1867,2019-02-07 05:00:00+00:00,5,7,2,2019
1868,2019-02-09 05:00:00+00:00,5,9,2,2019
1869,2019-02-12 05:00:00+00:00,5,12,2,2019
1870,2019-02-11 05:00:00+00:00,5,11,2,2019
1871,2019-02-14 05:00:00+00:00,5,14,2,2019
1872,2019-02-15 05:00:00+00:00,5,15,2,2019
1873,2019-02-16 05:00:00+00:00,5,16,2,2019
1874,2019-02-19 05:00:00+00:00,5,19,2,2019
1875,2019-02-17 05:00:00+00:00,5,17,2,2019
1876,2019-02-22 05:00:00+00:00,5,22,2,2019
1877,2019-02-23 05:00:00+00:00,5,23,2,2019
1878,2019-02-20 05:00:00+00:00,5,20,2,2019
1879,2019-02-18 05:00:00+00:00,5,18,2,2019
1880,2019-02-25 05:00:00+00:00,5,25,2,2019
1881,2019-02-24 05:00:00+00:00,5,24,2,2019
1882,2019-02-21 05:00:00+00:00,5,21,2,2019
1883,2019-03-06 05:00:00+00:00,5,6,3,2019
1884,2019-03-02 05:00:00+00:00,5,2,3,2019
1885,2019-03-03 05:00:00+00:00,5,3,3,2019
1886,2019-03-07 05:00:00+00:00,5,7,3,2019
1887,2019-03-01 05:00:00+00:00,5,1,3,2019
1888,2019-03-04 05:00:00+00:00,5,4,3,2019
1889,2019-02-26 05:00:00+00:00,5,26,2,2019
1890,2019-02-28 05:00:00+00:00,5,28,2,2019
1891,2019-03-05 05:00:00+00:00,5,5,3,2019
1892,2019-03-08 05:00:00+00:00,5,8,3,2019
1893,2019-02-27 05:00:00+00:00,5,27,2,2019
1894,2019-03-09 05:00:00+00:00,5,9,3,2019
1895,2019-03-17 04:00:00+00:00,4,17,3,2019
1896,2019-03-14 04:00:00+00:00,4,14,3,2019
1897,2019-03-16 04:00:00+00:00,4,16,3,2019
1898,2019-03-12 04:00:00+00:00,4,12,3,2019
1899,2019-03-15 04:00:00+00:00,4,15,3,2019
1900,2019-03-10 05:00:00+00:00,5,10,3,2019
1901,2019-03-11 04:00:00+00:00,4,11,3,2019
1902,2019-03-18 04:00:00+00:00,4,18,3,2019
1903,2019-03-13 04:00:00+00:00,4,13,3,2019
1904,2019-03-24 04:00:00+00:00,4,24,3,2019
1905,2019-03-26 04:00:00+00:00,4,26,3,2019
1906,2019-03-22 04:00:00+00:00,4,22,3,2019
1907,2019-03-23 04:00:00+00:00,4,23,3,2019
1908,2019-03-19 04:00:00+00:00,4,19,3,2019
1909,2019-03-20 04:00:00+00:00,4,20,3,2019
1910,2019-03-25 04:00:00+00:00,4,25,3,2019
1911,2019-03-21 04:00:00+00:00,4,21,3,2019
1912,2019-03-27 04:00:00+00:00,4,27,3,2019
1913,2019-03-28 04:00:00+00:00,4,28,3,2019
1914,2019-04-05 04:00:00+00:00,4,5,4,2019
1915,2019-04-06 04:00:00+00:00,4,6,4,2019
1916,2019-04-04 04:00:00+00:00,4,4,4,2019
1917,2019-04-01 04:00:00+00:00,4,1,4,2019
1918,2019-03-31 04:00:00+00:00,4,31,3,2019
1919,2019-03-29 04:00:00+00:00,4,29,3,2019
1920,2019-03-30 04:00:00+00:00,4,30,3,2019
1921,2019-04-02 04:00:00+00:00,4,2,4,2019
1922,2019-04-03 04:00:00+00:00,4,3,4,2019
1923,2019-04-07 04:00:00+00:00,4,7,4,2019
1924,2019-04-14 04:00:00+00:00,4,14,4,2019
1925,2019-04-12 04:00:00+00:00,4,12,4,2019
1926,2019-04-13 04:00:00+00:00,4,13,4,2019
1927,2019-04-11 04:00:00+00:00,4,11,4,2019
1928,2019-04-10 04:00:00+00:00,4,10,4,2019
1929,2019-04-08 04:00:00+00:00,4,8,4,2019
1930,2019-04-15 04:00:00+00:00,4,15,4,2019
1931,2019-04-09 04:00:00+00:00,4,9,4,2019
1932,2019-04-16 04:00:00+00:00,4,16,4,2019
1933,2019-04-22 04:00:00+00:00,4,22,4,2019
1934,2019-04-17 04:00:00+00:00,4,17,4,2019
1935,2019-04-25 04:00:00+00:00,4,25,4,2019
1936,2019-04-18 04:00:00+00:00,4,18,4,2019
1937,2019-04-21 04:00:00+00:00,4,21,4,2019
1938,2019-04-24 04:00:00+00:00,4,24,4,2019
1939,2019-04-19 04:00:00+00:00,4,19,4,2019
1940,2019-04-23 04:00:00+00:00,4,23,4,2019
1941,2019-04-20 04:00:00+00:00,4,20,4,2019
1942,2019-04-26 04:00:00+00:00,4,26,4,2019
1943,2019-05-04 04:00:00+00:00,4,4,5,2019
1944,2019-05-05 04:00:00+00:00,4,5,5,2019
1945,2019-04-30 04:00:00+00:00,4,30,4,2019
1946,2019-05-01 04:00:00+00:00,4,1,5,2019
1947,2019-05-02 04:00:00+00:00,4,2,5,2019
1948,2019-05-03 04:00:00+00:00,4,3,5,2019
1949,2019-04-29 04:00:00+00:00,4,29,4,2019
1950,2019-04-27 04:00:00+00:00,4,27,4,2019
1951,2019-04-28 04:00:00+00:00,4,28,4,2019
1952,2019-05-12 04:00:00+00:00,4,12,5,2019
1953,2019-05-08 04:00:00+00:00,4,8,5,2019
1954,2019-05-13 04:00:00+00:00,4,13,5,2019
1955,2019-05-10 04:00:00+00:00,4,10,5,2019
1956,2019-05-09 04:00:00+00:00,4,9,5,2019
1957,2019-05-06 04:00:00+00:00,4,6,5,2019
1958,2019-05-11 04:00:00+00:00,4,11,5,2019
1959,2019-05-07 04:00:00+00:00,4,7,5,2019
1960,2019-05-17 04:00:00+00:00,4,17,5,2019
1961,2019-05-22 04:00:00+00:00,4,22,5,2019
1962,2019-05-14 04:00:00+00:00,4,14,5,2019
1963,2019-05-19 04:00:00+00:00,4,19,5,2019
1964,2019-05-20 04:00:00+00:00,4,20,5,2019
1965,2019-05-18 04:00:00+00:00,4,18,5,2019
1966,2019-05-15 04:00:00+00:00,4,15,5,2019
1967,2019-05-16 04:00:00+00:00,4,16,5,2019
1968,2019-05-21 04:00:00+00:00,4,21,5,2019
1969,2019-05-26 04:00:00+00:00,4,26,5,2019
1970,2019-05-23 04:00:00+00:00,4,23,5,2019
1971,2019-05-25 04:00:00+00:00,4,25,5,2019
1972,2019-05-30 04:00:00+00:00,4,30,5,2019
1973,2019-05-24 04:00:00+00:00,4,24,5,2019
1974,2019-05-29 04:00:00+00:00,4,29,5,2019
1975,2019-05-28 04:00:00+00:00,4,28,5,2019
1976,2019-05-27 04:00:00+00:00,4,27,5,2019
1977,2019-05-31 04:00:00+00:00,4,31,5,2019
1978,2019-06-02 04:00:00+00:00,4,2,6,2019
1979,2019-06-07 04:00:00+00:00,4,7,6,2019
1980,2019-06-03 04:00:00+00:00,4,3,6,2019
1981,2019-06-09 04:00:00+00:00,4,9,6,2019
1982,2019-06-01 04:00:00+00:00,4,1,6,2019
1983,2019-06-04 04:00:00+00:00,4,4,6,2019
1984,2019-06-06 04:00:00+00:00,4,6,6,2019
1985,2019-06-08 04:00:00+00:00,4,8,6,2019
1986,2019-06-05 04:00:00+00:00,4,5,6,2019
1987,2019-06-10 04:00:00+00:00,4,10,6,2019
1988,2019-06-16 04:00:00+00:00,4,16,6,2019
1989,2019-06-14 04:00:00+00:00,4,14,6,2019
1990,2019-06-17 04:00:00+00:00,4,17,6,2019
1991,2019-06-15 04:00:00+00:00,4,15,6,2019
1992,2019-06-12 04:00:00+00:00,4,12,6,2019
1993,2019-06-11 04:00:00+00:00,4,11,6,2019
1994,2019-06-13 04:00:00+00:00,4,13,6,2019
1995,2019-06-18 04:00:00+00:00,4,18,6,2019
1996,2019-06-20 04:00:00+00:00,4,20,6,2019
1997,2019-06-23 04:00:00+00:00,4,23,6,2019
1998,2019-06-19 04:00:00+00:00,4,19,6,2019
1999,2019-06-24 04:00:00+00:00,4,24,6,2019
2000,2019-06-25 04:00:00+00:00,4,25,6,2019
2001,2019-06-21 04:00:00+00:00,4,21,6,2019
2002,2019-06-22 04:00:00+00:00,4,22,6,2019
2003,2019-06-26 04:00:00+00:00,4,26,6,2019
2004,2019-06-28 04:00:00+00:00,4,28,6,2019
2005,2019-07-02 04:00:00+00:00,4,2,7,2019
2006,2019-06-29 04:00:00+00:00,4,29,6,2019
2007,2019-06-27 04:00:00+00:00,4,27,6,2019
2008,2019-06-30 04:00:00+00:00,4,30,6,2019
2009,2019-07-03 04:00:00+00:00,4,3,7,2019
2010,2019-07-01 04:00:00+00:00,4,1,7,2019
2011,2019-07-04 04:00:00+00:00,4,4,7,2019
2012,2019-07-07 04:00:00+00:00,4,7,7,2019
2013,2019-07-11 04:00:00+00:00,4,11,7,2019
2014,2019-07-09 04:00:00+00:00,4,9,7,2019
2015,2019-07-08 04:00:00+00:00,4,8,7,2019
2016,2019-07-06 04:00:00+00:00,4,6,7,2019
2017,2019-07-10 04:00:00+00:00,4,10,7,2019
2018,2019-07-05 04:00:00+00:00,4,5,7,2019
2019,2019-07-12 04:00:00+00:00,4,12,7,2019
2020,2019-07-18 04:00:00+00:00,4,18,7,2019
2021,2019-07-15 04:00:00+00:00,4,15,7,2019
2022,2019-07-19 04:00:00+00:00,4,19,7,2019
2023,2019-07-14 04:00:00+00:00,4,14,7,2019
2024,2019-07-16 04:00:00+00:00,4,16,7,2019
2025,2019-07-20 04:00:00+00:00,4,20,7,2019
2026,2019-07-13 04:00:00+00:00,4,13,7,2019
2027,2019-07-17 04:00:00+00:00,4,17,7,2019
2028,2019-07-21 04:00:00+00:00,4,21,7,2019
2029,2019-07-23 04:00:00+00:00,4,23,7,2019
2030,2019-07-24 04:00:00+00:00,4,24,7,2019
2031,2019-07-27 04:00:00+00:00,4,27,7,2019
2032,2019-07-25 04:00:00+00:00,4,25,7,2019
2033,2019-07-26 04:00:00+00:00,4,26,7,2019
2034,2019-07-28 04:00:00+00:00,4,28,7,2019
2035,2019-07-22 04:00:00+00:00,4,22,7,2019
2036,2019-07-30 04:00:00+00:00,4,30,7,2019
2037,2019-08-02 04:00:00+00:00,4,2,8,2019
2038,2019-08-05 04:00:00+00:00,4,5,8,2019
2039,2019-07-31 04:00:00+00:00,4,31,7,2019
2040,2019-08-04 04:00:00+00:00,4,4,8,2019
2041,2019-08-03 04:00:00+00:00,4,3,8,2019
2042,2019-07-29 04:00:00+00:00,4,29,7,2019
2043,2019-08-01 04:00:00+00:00,4,1,8,2019
2044,2019-08-06 04:00:00+00:00,4,6,8,2019
2045,2019-08-08 04:00:00+00:00,4,8,8,2019
2046,2019-08-13 04:00:00+00:00,4,13,8,2019
2047,2019-08-11 04:00:00+00:00,4,11,8,2019
2048,2019-08-12 04:00:00+00:00,4,12,8,2019
2049,2019-08-10 04:00:00+00:00,4,10,8,2019
2050,2019-08-07 04:00:00+00:00,4,7,8,2019
2051,2019-08-09 04:00:00+00:00,4,9,8,2019
2052,2019-08-14 04:00:00+00:00,4,14,8,2019
2053,2019-08-15 04:00:00+00:00,4,15,8,2019
2054,2019-08-17 04:00:00+00:00,4,17,8,2019
2055,2019-08-18 04:00:00+00:00,4,18,8,2019
2056,2019-08-16 04:00:00+00:00,4,16,8,2019
2057,2019-08-22 04:00:00+00:00,4,22,8,2019
2058,2019-08-20 04:00:00+00:00,4,20,8,2019
2059,2019-08-21 04:00:00+00:00,4,21,8,2019
2060,2019-08-19 04:00:00+00:00,4,19,8,2019
2061,2019-08-23 04:00:00+00:00,4,23,8,2019
2062,2019-08-31 04:00:00+00:00,4,31,8,2019
2063,2019-09-01 04:00:00+00:00,4,1,9,2019
2064,2019-08-26 04:00:00+00:00,4,26,8,2019
2065,2019-08-24 04:00:00+00:00,4,24,8,2019
2066,2019-08-25 04:00:00+00:00,4,25,8,2019
2067,2019-08-29 04:00:00+00:00,4,29,8,2019
2068,2019-08-28 04:00:00+00:00,4,28,8,2019
2069,2019-08-30 04:00:00+00:00,4,30,8,2019
2070,2019-08-27 04:00:00+00:00,4,27,8,2019
2071,2019-09-09 04:00:00+00:00,4,9,9,2019
2072,2019-09-03 04:00:00+00:00,4,3,9,2019
2073,2019-09-07 04:00:00+00:00,4,7,9,2019
2074,2019-09-06 04:00:00+00:00,4,6,9,2019
2075,2019-09-10 04:00:00+00:00,4,10,9,2019
2076,2019-09-02 04:00:00+00:00,4,2,9,2019
2077,2019-09-08 04:00:00+00:00,4,8,9,2019
2078,2019-09-04 04:00:00+00:00,4,4,9,2019
2079,2019-09-05 04:00:00+00:00,4,5,9,2019
2080,2019-09-11 04:00:00+00:00,4,11,9,2019
2081,2019-09-14 04:00:00+00:00,4,14,9,2019
2082,2019-09-17 04:00:00+00:00,4,17,9,2019
2083,2019-09-12 04:00:00+00:00,4,12,9,2019
2084,2019-09-13 04:00:00+00:00,4,13,9,2019
2085,2019-09-15 04:00:00+00:00,4,15,9,2019
2086,2019-09-16 04:00:00+00:00,4,16,9,2019
2087,2019-09-18 04:00:00+00:00,4,18,9,2019
2088,2019-09-19 04:00:00+00:00,4,19,9,2019
2089,2019-09-22 04:00:00+00:00,4,22,9,2019
2090,2019-09-23 04:00:00+00:00,4,23,9,2019
2091,2019-09-21 04:00:00+00:00,4,21,9,2019
2092,2019-09-20 04:00:00+00:00,4,20,9,2019
2093,2019-09-26 04:00:00+00:00,4,26,9,2019
2094,2019-09-25 04:00:00+00:00,4,25,9,2019
2095,2019-09-27 04:00:00+00:00,4,27,9,2019
2096,2019-09-24 04:00:00+00:00,4,24,9,2019
2097,2019-09-28 04:00:00+00:00,4,28,9,2019
2098,2019-10-03 04:00:00+00:00,4,3,10,2019
2099,2019-09-29 04:00:00+00:00,4,29,9,2019
2100,2019-09-30 04:00:00+00:00,4,30,9,2019
2101,2019-10-04 04:00:00+00:00,4,4,10,2019
2102,2019-10-02 04:00:00+00:00,4,2,10,2019
2103,2019-10-06 04:00:00+00:00,4,6,10,2019
2104,2019-10-01 04:00:00+00:00,4,1,10,2019
2105,2019-10-05 04:00:00+00:00,4,5,10,2019
2106,2019-10-07 04:00:00+00:00,4,7,10,2019
2107,2019-10-11 04:00:00+00:00,4,11,10,2019
2108,2019-10-13 04:00:00+00:00,4,13,10,2019
2109,2019-10-14 04:00:00+00:00,4,14,10,2019
2110,2019-10-12 04:00:00+00:00,4,12,10,2019
2111,2019-10-09 04:00:00+00:00,4,9,10,2019
2112,2019-10-08 04:00:00+00:00,4,8,10,2019
2113,2019-10-10 04:00:00+00:00,4,10,10,2019
2114,2019-10-15 04:00:00+00:00,4,15,10,2019
2115,2019-10-16 04:00:00+00:00,4,16,10,2019
2116,2019-10-20 04:00:00+00:00,4,20,10,2019
2117,2019-10-17 04:00:00+00:00,4,17,10,2019
2118,2019-10-18 04:00:00+00:00,4,18,10,2019
2119,2019-10-21 04:00:00+00:00,4,21,10,2019
2120,2019-10-19 04:00:00+00:00,4,19,10,2019
2121,2019-10-23 04:00:00+00:00,4,23,10,2019
2122,2019-10-22 04:00:00+00:00,4,22,10,2019
2123,2019-10-27 04:00:00+00:00,4,27,10,2019
2124,2019-10-30 04:00:00+00:00,4,30,10,2019
2125,2019-10-26 04:00:00+00:00,4,26,10,2019
2126,2019-10-29 04:00:00+00:00,4,29,10,2019
2127,2019-10-28 04:00:00+00:00,4,28,10,2019
2128,2019-10-25 04:00:00+00:00,4,25,10,2019
2129,2019-10-24 04:00:00+00:00,4,24,10,2019
2130,2019-10-31 04:00:00+00:00,4,31,10,2019
2131,2019-11-01 04:00:00+00:00,4,1,11,2019
2132,2019-11-03 04:00:00+00:00,4,3,11,2019
2133,2019-11-02 04:00:00+00:00,4,2,11,2019
2134,2019-11-05 05:00:00+00:00,5,5,11,2019
2135,2019-11-08 05:00:00+00:00,5,8,11,2019
2136,2019-11-04 05:00:00+00:00,5,4,11,2019
2137,2019-11-07 05:00:00+00:00,5,7,11,2019
2138,2019-11-09 05:00:00+00:00,5,9,11,2019
2139,2019-11-06 05:00:00+00:00,5,6,11,2019
2140,2019-11-14 05:00:00+00:00,5,14,11,2019
2141,2019-11-17 05:00:00+00:00,5,17,11,2019
2142,2019-11-15 05:00:00+00:00,5,15,11,2019
2143,2019-11-11 05:00:00+00:00,5,11,11,2019
2144,2019-11-16 05:00:00+00:00,5,16,11,2019
2145,2019-11-13 05:00:00+00:00,5,13,11,2019
2146,2019-11-18 05:00:00+00:00,5,18,11,2019
2147,2019-11-12 05:00:00+00:00,5,12,11,2019
2148,2019-11-10 05:00:00+00:00,5,10,11,2019
2149,2019-11-19 05:00:00+00:00,5,19,11,2019
2150,2019-11-25 05:00:00+00:00,5,25,11,2019
2151,2019-11-23 05:00:00+00:00,5,23,11,2019
2152,2019-11-20 05:00:00+00:00,5,20,11,2019
2153,2019-11-22 05:00:00+00:00,5,22,11,2019
2154,2019-11-24 05:00:00+00:00,5,24,11,2019
2155,2019-11-21 05:00:00+00:00,5,21,11,2019
2156,2019-11-26 05:00:00+00:00,5,26,11,2019
2157,2019-11-27 05:00:00+00:00,5,27,11,2019
2158,2019-12-05 05:00:00+00:00,5,5,12,2019
2159,2019-12-06 05:00:00+00:00,5,6,12,2019
2160,2019-12-01 05:00:00+00:00,5,1,12,2019
2161,2019-11-28 05:00:00+00:00,5,28,11,2019
2162,2019-11-30 05:00:00+00:00,5,30,11,2019
2163,2019-11-29 05:00:00+00:00,5,29,11,2019
2164,2019-12-04 05:00:00+00:00,5,4,12,2019
2165,2019-12-03 05:00:00+00:00,5,3,12,2019
2166,2019-12-02 05:00:00+00:00,5,2,12,2019
2167,2019-12-08 05:00:00+00:00,5,8,12,2019
2168,2019-12-09 05:00:00+00:00,5,9,12,2019
2169,2019-12-15 05:00:00+00:00,5,15,12,2019
2170,2019-12-13 05:00:00+00:00,5,13,12,2019
2171,2019-12-12 05:00:00+00:00,5,12,12,2019
2172,2019-12-07 05:00:00+00:00,5,7,12,2019
2173,2019-12-11 05:00:00+00:00,5,11,12,2019
2174,2019-12-10 05:00:00+00:00,5,10,12,2019
2175,2019-12-14 05:00:00+00:00,5,14,12,2019
2176,2019-12-16 05:00:00+00:00,5,16,12,2019
2177,2019-12-18 05:00:00+00:00,5,18,12,2019
2178,2019-12-24 05:00:00+00:00,5,24,12,2019
2179,2019-12-20 05:00:00+00:00,5,20,12,2019
2180,2019-12-17 05:00:00+00:00,5,17,12,2019
2181,2019-12-22 05:00:00+00:00,5,22,12,2019
2182,2019-12-19 05:00:00+00:00,5,19,12,2019
2183,2019-12-25 05:00:00+00:00,5,25,12,2019
2184,2019-12-21 05:00:00+00:00,5,21,12,2019
2185,2019-12-23 05:00:00+00:00,5,23,12,2019
2186,2019-12-26 05:00:00+00:00,5,26,12,2019
2187,2019-12-27 05:00:00+00:00,5,27,12,2019
2188,2019-12-28 05:00:00+00:00,5,28,12,2019
2189,2020-01-04 05:00:00+00:00,5,4,1,2020
2190,2019-12-30 05:00:00+00:00,5,30,12,2019
2191,2019-12-29 05:00:00+00:00,5,29,12,2019
2192,2020-01-02 05:00:00+00:00,5,2,1,2020
2193,2019-12-31 05:00:00+00:00,5,31,12,2019
2194,2020-01-01 05:00:00+00:00,5,1,1,2020
2195,2020-01-03 05:00:00+00:00,5,3,1,2020
2196,2020-01-05 05:00:00+00:00,5,5,1,2020
2197,2020-01-14 05:00:00+00:00,5,14,1,2020
2198,2020-01-09 05:00:00+00:00,5,9,1,2020
2199,2020-01-11 05:00:00+00:00,5,11,1,2020
2200,2020-01-10 05:00:00+00:00,5,10,1,2020
2201,2020-01-13 05:00:00+00:00,5,13,1,2020
2202,2020-01-08 05:00:00+00:00,5,8,1,2020
2203,2020-01-07 05:00:00+00:00,5,7,1,2020
2204,2020-01-06 05:00:00+00:00,5,6,1,2020
2205,2020-01-12 05:00:00+00:00,5,12,1,2020
2206,2020-01-15 05:00:00+00:00,5,15,1,2020
2207,2020-01-20 05:00:00+00:00,5,20,1,2020
2208,2020-01-23 05:00:00+00:00,5,23,1,2020
2209,2020-01-18 05:00:00+00:00,5,18,1,2020
2210,2020-01-22 05:00:00+00:00,5,22,1,2020
2211,2020-01-19 05:00:00+00:00,5,19,1,2020
2212,2020-01-17 05:00:00+00:00,5,17,1,2020
2213,2020-01-21 05:00:00+00:00,5,21,1,2020
2214,2020-01-16 05:00:00+00:00,5,16,1,2020
2215,2020-01-24 05:00:00+00:00,5,24,1,2020
2216,2020-01-26 05:00:00+00:00,5,26,1,2020
2217,2020-01-25 05:00:00+00:00,5,25,1,2020
2218,2020-01-28 05:00:00+00:00,5,28,1,2020
2219,2020-01-30 05:00:00+00:00,5,30,1,2020
2220,2020-01-31 05:00:00+00:00,5,31,1,2020
2221,2020-01-29 05:00:00+00:00,5,29,1,2020
2222,2020-01-27 05:00:00+00:00,5,27,1,2020
2223,2020-02-02 05:00:00+00:00,5,2,2,2020
2224,2020-02-01 05:00:00+00:00,5,1,2,2020
2225,2020-02-03 05:00:00+00:00,5,3,2,2020
2226,2020-02-11 05:00:00+00:00,5,11,2,2020
2227,2020-02-12 05:00:00+00:00,5,12,2,2020
2228,2020-02-09 05:00:00+00:00,5,9,2,2020
2229,2020-02-04 05:00:00+00:00,5,4,2,2020
2230,2020-02-05 05:00:00+00:00,5,5,2,2020
2231,2020-02-07 05:00:00+00:00,5,7,2,2020
2232,2020-02-08 05:00:00+00:00,5,8,2,2020
2233,2020-02-10 05:00:00+00:00,5,10,2,2020
2234,2020-02-06 05:00:00+00:00,5,6,2,2020
2235,2020-02-16 05:00:00+00:00,5,16,2,2020
2236,2020-02-19 05:00:00+00:00,5,19,2,2020
2237,2020-02-17 05:00:00+00:00,5,17,2,2020
2238,2020-02-13 05:00:00+00:00,5,13,2,2020
2239,2020-02-21 05:00:00+00:00,5,21,2,2020
2240,2020-02-18 05:00:00+00:00,5,18,2,2020
2241,2020-02-20 05:00:00+00:00,5,20,2,2020
2242,2020-02-15 05:00:00+00:00,5,15,2,2020
2243,2020-02-14 05:00:00+00:00,5,14,2,2020
2244,2020-02-22 05:00:00+00:00,5,22,2,2020
2245,2020-02-29 05:00:00+00:00,5,29,2,2020
2246,2020-02-26 05:00:00+00:00,5,26,2,2020
2247,2020-03-01 05:00:00+00:00,5,1,3,2020
2248,2020-02-28 05:00:00+00:00,5,28,2,2020
2249,2020-02-24 05:00:00+00:00,5,24,2,2020
2250,2020-02-23 05:00:00+00:00,5,23,2,2020
2251,2020-02-25 05:00:00+00:00,5,25,2,2020
2252,2020-02-27 05:00:00+00:00,5,27,2,2020
2253,2020-03-02 05:00:00+00:00,5,2,3,2020
2254,2020-03-04 05:00:00+00:00,5,4,3,2020
2255,2020-03-06 05:00:00+00:00,5,6,3,2020
2256,2020-03-10 04:00:00+00:00,4,10,3,2020
2257,2020-03-05 05:00:00+00:00,5,5,3,2020
2258,2020-03-07 05:00:00+00:00,5,7,3,2020
2259,2020-03-09 04:00:00+00:00,4,9,3,2020
2260,2020-03-08 05:00:00+00:00,5,8,3,2020
2261,2020-03-03 05:00:00+00:00,5,3,3,2020
2262,2020-03-11 04:00:00+00:00,4,11,3,2020
2263,2020-03-19 04:00:00+00:00,4,19,3,2020
2264,2020-03-17 04:00:00+00:00,4,17,3,2020
2265,2020-03-15 04:00:00+00:00,4,15,3,2020
2266,2020-03-14 04:00:00+00:00,4,14,3,2020
2267,2020-03-18 04:00:00+00:00,4,18,3,2020
2268,2020-03-12 04:00:00+00:00,4,12,3,2020
2269,2020-03-20 04:00:00+00:00,4,20,3,2020
2270,2020-03-13 04:00:00+00:00,4,13,3,2020
2271,2020-03-16 04:00:00+00:00,4,16,3,2020
2272,2020-03-29 04:00:00+00:00,4,29,3,2020
2273,2020-03-26 04:00:00+00:00,4,26,3,2020
2274,2020-03-30 04:00:00+00:00,4,30,3,2020
2275,2020-03-22 04:00:00+00:00,4,22,3,2020
2276,2020-03-21 04:00:00+00:00,4,21,3,2020
2277,2020-03-25 04:00:00+00:00,4,25,3,2020
2278,2020-03-24 04:00:00+00:00,4,24,3,2020
2279,2020-03-28 04:00:00+00:00,4,28,3,2020
2280,2020-03-23 04:00:00+00:00,4,23,3,2020
2281,2020-03-27 04:00:00+00:00,4,27,3,2020
2282,2020-03-31 04:00:00+00:00,4,31,3,2020
2283,2020-04-02 04:00:00+00:00,4,2,4,2020
2284,2020-04-09 04:00:00+00:00,4,9,4,2020
2285,2020-04-03 04:00:00+00:00,4,3,4,2020
2286,2020-04-04 04:00:00+00:00,4,4,4,2020
2287,2020-04-10 04:00:00+00:00,4,10,4,2020
2288,2020-04-06 04:00:00+00:00,4,6,4,2020
2289,2020-04-01 04:00:00+00:00,4,1,4,2020
2290,2020-04-08 04:00:00+00:00,4,8,4,2020
2291,2020-04-05 04:00:00+00:00,4,5,4,2020
2292,2020-04-07 04:00:00+00:00,4,7,4,2020
2293,2020-04-11 04:00:00+00:00,4,11,4,2020
2294,2020-04-12 04:00:00+00:00,4,12,4,2020
2295,2020-04-21 04:00:00+00:00,4,21,4,2020
2296,2020-04-14 04:00:00+00:00,4,14,4,2020
2297,2020-04-22 04:00:00+00:00,4,22,4,2020
2298,2020-04-16 04:00:00+00:00,4,16,4,2020
2299,2020-04-15 04:00:00+00:00,4,15,4,2020
2300,2020-04-17 04:00:00+00:00,4,17,4,2020
2301,2020-04-13 04:00:00+00:00,4,13,4,2020
2302,2020-04-19 04:00:00+00:00,4,19,4,2020
2303,2020-04-20 04:00:00+00:00,4,20,4,2020
2304,2020-04-23 04:00:00+00:00,4,23,4,2020
2305,2020-04-18 04:00:00+00:00,4,18,4,2020
2306,2020-05-04 04:00:00+00:00,4,4,5,2020
2307,2020-05-03 04:00:00+00:00,4,3,5,2020
2308,2020-04-27 04:00:00+00:00,4,27,4,2020
2309,2020-04-28 04:00:00+00:00,4,28,4,2020
2310,2020-04-30 04:00:00+00:00,4,30,4,2020
2311,2020-05-02 04:00:00+00:00,4,2,5,2020
2312,2020-05-05 04:00:00+00:00,4,5,5,2020
2313,2020-05-06 04:00:00+00:00,4,6,5,2020
2314,2020-04-29 04:00:00+00:00,4,29,4,2020
2315,2020-04-25 04:00:00+00:00,4,25,4,2020
2316,2020-05-01 04:00:00+00:00,4,1,5,2020
2317,2020-04-26 04:00:00+00:00,4,26,4,2020
2318,2020-04-24 04:00:00+00:00,4,24,4,2020
2319,2020-05-07 04:00:00+00:00,4,7,5,2020
2320,2020-05-15 04:00:00+00:00,4,15,5,2020
2321,2020-05-09 04:00:00+00:00,4,9,5,2020
2322,2020-05-16 04:00:00+00:00,4,16,5,2020
2323,2020-05-11 04:00:00+00:00,4,11,5,2020
2324,2020-05-19 04:00:00+00:00,4,19,5,2020
2325,2020-05-08 04:00:00+00:00,4,8,5,2020
